_source_row,order_id,order_date,customer_id,country,product_id,quantity,unit_price,discount_pct,status,rejection_reason,order_id_raw,order_date_raw,customer_id_raw,country_raw,product_id_raw,quantity_raw,unit_price_raw,discount_pct_raw,status_raw
260167,159632,2024/11/28,44526,netherlands,2373,3,301.04,13.39,DONE,exact_duplicate_copy,,,,,,,,,
260168,91829,2018/03/11,15753,Holland,903,3,224.94,33.98,Done,exact_duplicate_copy,,,,,,,,,
260169,44315,2018-06-20,9967,austria,1344,4,79.56,6.42,COMPLETED,exact_duplicate_copy,,,,,,,,,
260170,242786,2015-07-24,53146,italy,1873,3,142.35,,Done,exact_duplicate_copy,,,,,,,,,
260171,216560,2021/05/07,34949,DE,11,5,142.59,9.81,Done,exact_duplicate_copy,,,,,,,,,
260172,126292,2020/03/25,49024,France,1015,1,121.82,17.26,shipped,exact_duplicate_copy,,,,,,,,,
260173,124559,2021/07/22,50818,SE,1999,608,191.83,7.48,Shipped,exact_duplicate_copy,,,,,,,,,
260174,113506,2016-04-01,44875,SE,695,3,148.49,17.88,shipped,exact_duplicate_copy,,,,,,,,,
260175,2278,2018-10-01,12343,ES,998,3,158.72,13.83,Done,exact_duplicate_copy,,,,,,,,,
260176,113471,2017-10-10,8435,Spain,820,3,133.58,10.06,Done,exact_duplicate_copy,,,,,,,,,
260177,43099,2019-02-15,42490,slovak,1557,3,151.57,25.22,Completed,exact_duplicate_copy,,,,,,,,,
260178,249243,2020-11-28,15751,france,1118,4,132.96,14.17,complete,exact_duplicate_copy,,,,,,,,,
260179,55506,2023-12-15,18266,Netherlands,645,2,412.03,1.33,shipped,exact_duplicate_copy,,,,,,,,,
260180,31091,2020-10-28,54415,FR,1391,4,263.35,12.46,SHIP,exact_duplicate_copy,,,,,,,,,
260181,191181,2016-12-15,14192,CZ,82,3,86.22,34.99,Completed,exact_duplicate_copy,,,,,,,,,
260182,187940,2022-09-03,51010,Spain,708,2,138.66,,COMPLETED,exact_duplicate_copy,,,,,,,,,
260183,22036,2023-04-07,40474,Italy,2235,3,198.85,10%,SHIP,exact_duplicate_copy,,,,,,,,,
260184,40385,2015.02.03,57394,france,775,1,179.89,,Completed,exact_duplicate_copy,,,,,,,,,
260185,257533,2024-05-09,37460,NL,1344,4,116.56,3.6,completed,exact_duplicate_copy,,,,,,,,,
260186,161190,2016/03/16,24394,Sweden,1300,5,175.38,17.24,COMPLETED,exact_duplicate_copy,,,,,,,,,
260187,225670,11-06-2020,50796,Italy,1517,4,84.36,4.28,COMPLETED,exact_duplicate_copy,,,,,,,,,
260188,191221,2017-06-21,8695,czechia,2357,3,106.89,19.85,done,exact_duplicate_copy,,,,,,,,,
260189,55448,2020.09.21,4846,Austria,2148,7,126.38,34.37,CANCELLED,exact_duplicate_copy,,,,,,,,,
260190,36632,2016-12-17,31020,Germany,1458,2,110.61,,completed,exact_duplicate_copy,,,,,,,,,
260191,128583,2018-11-14,29325,DE,422,5,270.32,12.41,Completed,exact_duplicate_copy,,,,,,,,,
260192,182705,2018-08-29,17490,Austria,1937,4,225.16,9.12,SHIP,exact_duplicate_copy,,,,,,,,,
260193,18232,2020/07/27,30834,poland,758,3,255.67,11.46,completed,exact_duplicate_copy,,,,,,,,,
260194,119256,2015-04-23,20001,GER,1387,3,72.39,,completed,exact_duplicate_copy,,,,,,,,,
260195,128032,2021-04-12,54488,Czech Republic,1822,4,285.3,8.95,completed,exact_duplicate_copy,,,,,,,,,
260196,239406,2016-04-23,18111,AT,875,2,140.75,20.96,Shipped,exact_duplicate_copy,,,,,,,,,
260197,254275,2021-05-17,22852,italy,1434,4,113.24,10.54,Completed,exact_duplicate_copy,,,,,,,,,
260198,47653,2018-11-17,19231,Sweden,69,4,232.12,8.82,COMPLETED,exact_duplicate_copy,,,,,,,,,
260199,35231,09-02-2017,11672,SE,1736,3,182.48,12.79,DONE,exact_duplicate_copy,,,,,,,,,
260200,205886,2018-04-19,39337,netherlands,1956,2,108.06,12.21,CANCELLED,exact_duplicate_copy,,,,,,,,,
260201,29374,2022-10-15,33592,NL,1906,5,155.36,17.28,CANCELLED,exact_duplicate_copy,,,,,,,,,
260202,13529,2024-07-16,12789,Poland,1382,3,231.15,,Done,exact_duplicate_copy,,,,,,,,,
260203,222501,2017-11-24,9310,France,279,2,220.01,19.01,completed,exact_duplicate_copy,,,,,,,,,
260204,158755,2017-03-24,8788,ES,401,3,113.63,16.17,complete,exact_duplicate_copy,,,,,,,,,
260205,160543,2020-10-04,56174,italy,1289,1,218.24,,Completed,exact_duplicate_copy,,,,,,,,,
260206,169874,2017-07-26,42160,spain,1355,3,165.73,,SHIP,exact_duplicate_copy,,,,,,,,,
260207,70795,2018/08/07,53666,CZ,11,4,109.31,15.13,shipped,exact_duplicate_copy,,,,,,,,,
260208,30951,2016-12-01,17449,Czechia,1136,4,275.32,20.24,Shipped,exact_duplicate_copy,,,,,,,,,
260209,254019,2022/11/10,47028,Czech Republic,1162,1,188.94,11.71,complete,exact_duplicate_copy,,,,,,,,,
260210,110836,2019-06-11,39729,austria,1638,2,251.01,8.06,Done,exact_duplicate_copy,,,,,,,,,
260211,187529,2016/06/18,27648,CZ,2198,1,133.42,0.0,SHIP,exact_duplicate_copy,,,,,,,,,
260212,18690,02-08-2020,45349,Spain,12,2,124.37,10.77,completed,exact_duplicate_copy,,,,,,,,,
260213,169085,27-09-2024,11459,Sweden,1319,4,136.2,14.41,SHIP,exact_duplicate_copy,,,,,,,,,
260214,59171,2020/07/30,39969,SK,1789,3,160.67,16.04,done,exact_duplicate_copy,,,,,,,,,
260215,25774,2021-10-11,23837,POL,451,2,178.37,10.53,complete,exact_duplicate_copy,,,,,,,,,
260216,231111,2016/08/08,36051,Czech Republic,1147,5,128.41,11.19,Shipped,exact_duplicate_copy,,,,,,,,,
260217,87224,2020-07-06,32117,Italy,1633,5,200.47,17.35,SHIP,exact_duplicate_copy,,,,,,,,,
260218,237957,2019-06-20,9272,Slovakia,358,2,96.65,18.6,DONE,exact_duplicate_copy,,,,,,,,,
260219,31936,16-08-2018,38914,GER,1230,2,259.21,40.56,SHIP,exact_duplicate_copy,,,,,,,,,
260220,199095,2022-11-15,11153,SLOVAKIA,360,3,289.83,4.42,Done,exact_duplicate_copy,,,,,,,,,
260221,54140,2022/04/04,12648,germany,38,3,153.58,30.28,Shipped,exact_duplicate_copy,,,,,,,,,
260222,249445,2021/05/03,20374,Czechia,429,3,244.62,22.46,SHIP,exact_duplicate_copy,,,,,,,,,
260223,123533,29-11-2024,12709,SK,175,4,225.05,17.85,Completed,exact_duplicate_copy,,,,,,,,,
260224,42204,2024-05-17,19588,POL,413,3,208.09,12.83,DONE,exact_duplicate_copy,,,,,,,,,
260225,172394,2019.04.22,14897,spain,2080,2,118.61,,completed,exact_duplicate_copy,,,,,,,,,
260226,169099,2020/12/03,18944,austria,2,3,241.92,0.2,complete,exact_duplicate_copy,,,,,,,,,
260227,125159,2016-08-02,9100,AT,99,1,213.03,3.33,Completed,exact_duplicate_copy,,,,,,,,,
260228,223403,2023/12/20,1444,sweden,35,2,281.89,20.48,CANCELLED,exact_duplicate_copy,,,,,,,,,
260229,65559,07-03-2018,25215,NL,225,5,372.67,17.85,shipped,exact_duplicate_copy,,,,,,,,,
260230,33344,2016-10-02,49417,france,512,0,283.85,40.86,DONE,exact_duplicate_copy,,,,,,,,,
260231,249401,2023-02-27,1372,sweden,177,4,403.38,9.33,complete,exact_duplicate_copy,,,,,,,,,
260232,183865,2020.01.19,31744,Germany,986,4,317.25,5.34,Done,exact_duplicate_copy,,,,,,,,,
260233,219270,31-05-2015,15814,SE,2337,3,67.93,0.0,Completed,exact_duplicate_copy,,,,,,,,,
260234,13553,25-08-2022,53986,Netherlands,1512,2,256.57,39.45,Completed,exact_duplicate_copy,,,,,,,,,
260235,161658,2022.11.02,52557,Deutschland,1977,1,89.66,3.88,Done,exact_duplicate_copy,,,,,,,,,
260236,87655,2022-02-28,12377,Netherlands,839,3,215.52,3.85,DONE,exact_duplicate_copy,,,,,,,,,
260237,116188,2019/11/29,24634,SLOVAKIA,1809,4,177.14,0.0,COMPLETED,exact_duplicate_copy,,,,,,,,,
260238,60291,2024-01-17,31285,austria,2245,3,410.87,13.26,DONE,exact_duplicate_copy,,,,,,,,,
260239,8519,2022-06-14,27301,Slovakia,339,3,233.01,,DONE,exact_duplicate_copy,,,,,,,,,
260240,228366,2019/07/17,57234,sweden,1701,2,169.04,,DONE,exact_duplicate_copy,,,,,,,,,
260241,238792,21-04-2018,4066,Austria,859,2,426.12,5.53,DONE,exact_duplicate_copy,,,,,,,,,
260242,103138,2021-11-20,49198,spain,745,4,0.0,0.78,done,exact_duplicate_copy,,,,,,,,,
260243,159910,2024-03-02,58057,AT,961,2,259.4,8.3,DONE,exact_duplicate_copy,,,,,,,,,
260244,6160,2020-09-17,37661,sweden,789,3,105.25,10.15,DONE,exact_duplicate_copy,,,,,,,,,
